RightDriveModule/MotorPower,RightDriveModule/Distance,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,0.0,0.08697099999999773,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1482540000000008,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.15399899999999617,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.15809300000000076,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1623509999999951,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.16650599999999394,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1703469999999943,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.17522799999999553,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1791229999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.18421399999999993,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.18887900000000082,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.19368099999999686,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.19819799999999668,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2024320000000007,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2065639999999985,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.21059199999999692,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.21505099999999946,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.21919700000000011,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.22299799999999959,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.22702999999999884,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.23120100000000093,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.23682099999999628,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.24099499999999535,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.24535499999999594,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.24963999999999942,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2542169999999969,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.26137599999999656,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.26545499999999445,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.26963199999999776,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.27363199999999777,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2777479999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2815239999999976,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.2859279999999999,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.28942599999999946,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
