LeftDriveModule/MotorPower,LeftDriveModule/Distance,RightDriveModule/MotorPower,RightDriveModule/Distance,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,0.0,0.0,0.0,0.08072299999999996,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.19317200000000004,0.0,-0.0234375,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.201154,0.0,-0.0234375,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.2094050000000002,0.0,-0.0234375,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.21676400000000012,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.22288799999999992,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.22977899999999998,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.23650900000000002,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.24292399999999997,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.24952500000000008,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.2566110000000003,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.26288700000000015,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.2693430000000003,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.27656200000000036,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.282942,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.28930700000000026,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.2960430000000001,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.30183699999999997,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.30763700000000016,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.31546500000000016,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.3360250000000001,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.36700600000000033,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.3805700000000002,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.39011300000000027,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.39725500000000014,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.40139800000000014,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.40823100000000023,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.41484900000000013,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.422183,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.427846,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.43359500000000023,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.4407220000000002,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.4462460000000001,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.45203700000000024,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.47235699999999997,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.47743600000000014,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.4925930000000003,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.503107,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.5104700000000002,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.5169080000000004,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.5232260000000001,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.5291010000000002,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.5350730000000004,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.541607,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.548578,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.5558330000000006,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.5603490000000002,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.5647600000000003,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.5704170000000004,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.5808500000000003,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.586973,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.5910029999999997,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.5964290000000001,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.6008779999999997,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.6058209999999999,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.6105290000000004,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.6149049999999997,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.61954,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6244850000000006,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6300230000000001,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6359090000000006,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6408469999999997,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6458670000000002,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6504030000000003,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6565389999999998,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6612039999999997,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6664000000000005,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.671348,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.6964049999999997,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.7154430000000002,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.7290500000000002,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.7489250000000002,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.7685510000000004,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.788589,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.8095140000000002,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.8291109999999999,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.8496369999999998,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.8688000000000001,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.888942,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.9091369999999998,0.0,-0.0234375,0.0,-0.0078125,-24.030108191653788,
0.0,0.0,0.0,0.0,0.9278800000000001,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.9500460000000003,0.0,-0.0234375,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.9687120000000005,0.0,-0.0234375,0.0,-0.0078125,-24.02860681114551,
