RightDriveModule/MotorPower,RightDriveModule/Distance,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,0.0,0.03911899999999878,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.16928399999999966,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1734369999999999,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.17683499999999913,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1803729999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.18354699999999866,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.18702299999999922,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1915759999999991,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1949479999999985,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.1982379999999994,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.20178199999999924,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.20509199999999875,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.21005199999999968,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.21355299999999988,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.21678099999999903,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.22059099999999854,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.22427199999999903,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.22787600000000022,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.23136099999999896,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.23453099999999905,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.23788299999999982,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.24197400000000016,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.24539300000000003,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.24857799999999952,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2530079999999998,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2605489999999991,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.26452099999999884,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2678259999999991,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2725589999999993,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.27614199999999983,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.27938699999999883,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2833799999999992,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.28735399999999933,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2921919999999991,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,0.0,0.29610699999999995,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,0.0,0.2995709999999999,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
