RightDriveModule/MotorPower,RightDriveModule/Distance,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,0.0,0.05265099999999802,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.10528799999999683,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.11092699999999968,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.11449399999999878,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.11790099999999802,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.12178199999999924,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.12527199999999722,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.12873199999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.13204999999999928,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.13551900000000022,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.13941100000000006,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.14489300000000002,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.14840899999999965,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.15171199999999954,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.15516699999999764,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.158625,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.16240999999999986,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.16558799999999974,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.1690829999999987,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.17338299999999798,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.1768299999999981,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.18039099999999963,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.18385599999999977,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.18718199999999707,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.19048099999999976,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.1958849999999984,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.20154199999999764,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.20511299999999755,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.2083729999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.2123819999999978,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.21579199999999765,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.21891699999999764,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.2228169999999991,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.22741299999999684,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.23094700000000012,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.23443199999999706,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.23774199999999837,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.24103299999999944,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.2546629999999968,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.2613889999999992,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.27220799999999873,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.2754110000000001,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.2848050000000003,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2905619999999981,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2941399999999994,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.3011339999999982,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.32103700000000024,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.34110499999999955,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.3610629999999983,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.3913989999999976,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.404125,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.421788999999997,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.44122599999999873,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.46116799999999786,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.48098799999999753,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,0.5015389999999971,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.5211349999999983,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.5410360000000001,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.5611579999999995,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.5812829999999994,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.6019089999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.6219099999999999,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.6416359999999987,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.6616899999999987,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.6810559999999969,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.7010069999999978,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.7211379999999991,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.7412729999999974,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.7610449999999983,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.7815519999999997,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.801030999999999,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.8213619999999974,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
