LeftDriveModule/MotorPower,LeftDriveModule/Distance,RightDriveModule/MotorPower,RightDriveModule/Distance,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.05127999999999883,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.13864400000000024,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.1453880000000063,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.15343799999999463,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.1588090000000084,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.16343400000000838,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.16868099999998232,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.1735,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.17948600000000442,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.18402100000000793,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.18915700000000651,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.19414100000000326,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.19921299999998882,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.07853981633974483,0.0,-0.039269908169872414,0.20515499999999884,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
