LeftDriveModule/MotorPower,RightDriveModule/MotorPower,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,0.0,4.290000000037253E-4,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.014669000000008965,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.03469000000000233,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.05576200000000244,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.07523700000000827,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.0954030000000057,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.11525100000000384,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.1357390000000014,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.15466900000000897,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.17494100000000617,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.19483999999999652,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.21470799999999873,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.23601200000000244,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.25488300000000164,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2746959999999963,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.2946940000000031,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.3146670000000013,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.3352820000000065,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.35466999999999826,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.37477500000000874,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.39533400000000257,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.4175860000000102,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.4355540000000037,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.4560210000000079,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.47485199999999894,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.4953130000000092,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.5159079999999958,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.5348629999999975,0.0,-0.0078125,0.0,-0.0078125,-25.0,
0.0,0.0,0.554718000000008,0.0,-0.0078125,0.0,-0.0078125,-25.0,
0.0,0.0,0.5748890000000101,0.0,-0.0078125,0.0,-0.0078125,-25.0,
0.0,0.0,0.594675000000003,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.6147149999999965,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.6346929999999993,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.6546880000000092,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.6754360000000015,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.6952970000000059,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.714724000000002,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.7346849999999977,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.754721000000005,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,0.7747280000000027,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.7953720000000031,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.8147260000000096,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.8346840000000084,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.8547269999999989,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.8752730000000011,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.894718000000008,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.9148410000000003,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.9347130000000033,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.9546870000000054,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.974676999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,0.994669000000009,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.0159610000000103,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.0353390000000071,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.0547810000000026,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.074752999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.095474000000002,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.1149100000000034,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.134866000000009,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.1557350000000006,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.1747480000000068,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.1947160000000003,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.2156290000000007,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.2360210000000078,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.2549290000000037,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.2747869999999966,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.295221000000005,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.3154159999999975,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.3352949999999983,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.3554689999999974,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.3748620000000082,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.3949870000000082,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.4147370000000083,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.4348709999999991,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.455948000000004,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.4747770000000018,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.4948490000000019,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.5160179999999963,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.5354070000000066,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.5554809999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.5749510000000009,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.5949550000000017,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.6146769999999961,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.635275999999998,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.656502999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.6747189999999974,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.6946760000000067,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.7146840000000083,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.7353819999999978,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.7546680000000052,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.7746880000000091,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.7952660000000034,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.8148209999999962,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.8346889999999985,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.8552790000000094,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.875555999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.8946730000000098,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.9154260000000067,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.9352229999999981,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.9549630000000033,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,1.974851999999999,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,1.9956940000000032,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.0160620000000056,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.0373390000000073,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.0548650000000053,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.074813000000009,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.0948760000000037,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.1150570000000006,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.136076000000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.154779999999999,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.1747280000000027,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.1948810000000085,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,0.0,2.2152609999999986,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,0.0,2.2348179999999993,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.2555060000000084,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.2748289999999978,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.2948450000000014,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.314676999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.334843000000008,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.354732000000004,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.374792000000001,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.3947890000000043,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.4147200000000013,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.4347070000000093,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.4547679999999965,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.4748310000000058,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.496020000000004,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.514748999999996,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.5348209999999964,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.554667000000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.574707999999999,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.5946520000000017,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.614669000000009,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.6347810000000025,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.6546589999999997,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,2.6747510000000037,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.695904999999999,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.7147050000000017,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.7354919999999985,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.75531700000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.774866999999998,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.7946849999999976,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.814682000000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.835697,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.8561880000000093,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.8749670000000043,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.894875,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.91469200000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.9356239999999962,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.955896999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.9746830000000046,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,2.9959130000000003,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.0163390000000074,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.035047000000006,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.054866000000009,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.074866000000009,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.0947649999999993,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.115468000000008,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.134721000000005,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,3.155543000000005,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,3.1748720000000032,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.1948350000000065,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.2149860000000046,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.234722999999998,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.2547050000000017,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.27481700000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.294896999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.3147090000000023,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.3346739999999992,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.354707000000009,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.375532999999996,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.3948610000000046,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.4147020000000046,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.435625,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.4556860000000014,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.475578999999998,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.496050000000003,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.5149130000000004,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.5363080000000044,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.554676999999996,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,3.5760310000000026,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.596267000000007,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.6149100000000036,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.635195000000007,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.6546860000000017,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.6758640000000016,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.6955100000000094,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.71471100000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.734775999999998,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.75594200000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.7747580000000016,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.7947540000000006,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.8146990000000076,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.8347309999999997,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.854671000000002,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.8748209999999963,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.8946889999999983,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.9148340000000026,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.9348859999999988,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.954668000000005,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,3.975682000000001,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,3.9948580000000073,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,4.015826000000001,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,0.0,4.034703999999998,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,4.05479800000001,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,4.0746730000000095,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,4.095036999999997,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,4.114728000000003,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,0.0,4.134752000000008,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,0.0,4.155016000000003,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
