LeftDriveModule/MotorPower,LeftDriveModule/Distance,RightDriveModule/MotorPower,RightDriveModule/Distance,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,0.0,0.0,0.0,0.07184000000000014,0.0,-0.0078125,0.0,-0.0078125,-24.025590062111803,
0.0,0.0,0.0,0.0,0.175630000000001,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.1825550000000003,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.1881130000000012,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.19409200000000054,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.200119999999999,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.20544700000000013,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.21053499999999986,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.21586599999999817,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.22142399999999907,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.2271800000000003,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.23163999999999943,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.23771500000000015,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.24309600000000137,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.24833599999999934,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.25271399999999994,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.2598050000000003,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.2653770000000004,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.2700319999999992,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.28253700000000026,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.2877989999999991,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.29324099999999814,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.29765599999999903,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.30533599999999933,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.3098770000000004,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.34109600000000134,0.0,-0.0078125,0.0,-0.0078125,-24.02860681114551,
0.0,0.0,0.0,0.0,0.3566480000000011,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.36165599999999903,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.3661800000000003,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.3723770000000004,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.3788950000000004,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.3858869999999988,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.39233899999999994,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.4008230000000003,0.0,-0.0078125,0.0,-0.0078125,-24.02407465007776,
0.0,0.0,0.0,0.0,0.40734800000000176,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.4140999999999985,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.4296130000000012,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.4410479999999989,0.0,-0.0078125,0.0,-0.0078125,-24.027100775193798,
0.0,0.0,0.0,0.0,0.45241100000000006,0.0,-0.0078125,0.0,-0.0078125,-24.025590062111803,
0.0,0.0,0.0,0.0,0.46034600000000137,0.0,-0.0078125,0.0,-0.0078125,-24.025590062111803,
0.0,0.0,0.0,0.0,0.4671290000000008,0.0,-0.0078125,0.0,-0.0078125,-24.025590062111803,
