LeftDriveModule/MotorPower,LeftDriveModule/Distance,RightDriveModule/MotorPower,RightDriveModule/Distance,Time,Driver/LeftX,Driver/LeftY,Driver/RightX,Driver/RightY,PH/pressure,
0.0,44.92477494633404,0.0,0.0,0.002305999999982305,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.015690000000002327,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.03560800000000745,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.05554599999997299,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.07565799999999581,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.09646199999999953,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.11557199999998556,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.13555800000001908,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.15558600000001024,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.1755920000000042,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.19559700000000885,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.21557199999998555,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.236670999999973,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.2561790000000037,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.27555199999996693,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.2957149999999674,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.3157149999999674,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.33635700000001817,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.3555679999999702,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.3764060000000172,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.3960659999999916,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.41562099999998464,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.43644500000000697,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.4558640000000014,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.4767249999999767,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.4964649999999674,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,0.5162999999999883,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.5357380000000121,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.5563489999999874,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.5764259999999777,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.5963119999999763,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.6163859999999987,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.6365829999999841,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.6563310000000055,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.6756919999999809,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.6956140000000014,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.7155810000000056,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.7357280000000028,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.7555630000000237,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.7755719999999856,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.7955889999999781,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.8165530000000144,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.8355599999999976,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.8555630000000237,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.875554999999993,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.8957449999999954,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,0.9156130000000121,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.9355590000000084,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.9562139999999781,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.976460000000021,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,0.9962909999999683,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.0156359999999987,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,1.0356279999999678,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,1.055768999999971,0.0,-0.0078125,0.0,-0.0078125,-24.014882260596547,
0.0,44.92477494633404,0.0,0.0,1.0756269999999786,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.0956230000000213,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.1157660000000034,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.135551999999967,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.1567939999999943,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.1777050000000162,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.197429999999993,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.2183279999999794,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.2363530000000027,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.2563339999999734,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.2769949999999954,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.2956620000000112,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.3156240000000108,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.336337999999989,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.355646000000008,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.375625,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.395777999999991,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.4162739999999758,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.4356429999999818,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.4556390000000248,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.4755690000000177,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.4955659999999915,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.5156390000000246,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.5356020000000135,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.5555740000000224,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.5758159999999917,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.5955690000000178,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.615612000000023,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.6365219999999971,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.6555519999999668,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.676429999999993,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.6955540000000038,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.7156180000000167,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.7356329999999724,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.7557739999999757,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.775755999999994,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.7957370000000228,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.815533999999985,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.8355960000000195,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.8555690000000178,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.8775,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.8962270000000134,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.9155530000000145,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.9357320000000182,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.9559130000000005,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
0.0,44.92477494633404,0.0,0.0,1.9757179999999934,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,1.9955499999999884,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.0158680000000166,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,44.92477494633404,0.0,0.0,2.0366259999999894,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,44.92477494633404,0.0,0.0,2.0573640000000015,0.0,-0.0078125,0.0,-0.0078125,-24.0195,
0.0,44.92477494633404,0.0,0.0,2.0763420000000044,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.095618000000017,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.1156419999999927,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.1356390000000247,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.155898999999976,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.1757419999999694,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.1956319999999834,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.215685999999987,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.2356869999999764,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.255642999999982,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.2756749999999886,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.2957029999999796,0.0,-0.0078125,0.0,-0.0078125,-24.0164263322884,
0.0,44.92477494633404,0.0,0.0,2.315801999999967,0.0,-0.0078125,0.0,-0.0078125,-24.017965571205007,
